"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-9", "2713", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-10", "2714", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:6, value=<void>"
"Thread-11", "2715", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-12", "2716", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-10", "2717", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-10", "2718", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-11", "2719", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=2"
"Thread-12", "2720", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:7, wwlen=0"
"Thread-12", "2721", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-10", "2722", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:6#run:6, i=1"
"Thread-10", "2723", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-11", "2724", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-12", "2725", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-10", "2726", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:6, d"
"Thread-11", "2727", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-12", "2728", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-10", "2729", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:6#run:6, target=Database:1#request_read:17"
"Thread-10", "2730", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-10", "2731", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-11", "2732", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-12", "2733", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:7, wrlen=0"
"Thread-12", "2734", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-13", "2735", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-10", "2736", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-11", "2737", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-12", "2738", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-13", "2739", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-11", "2740", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-12", "2741", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:7, value=<void>"
"Thread-13", "2742", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=1"
"Thread-11", "2743", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:8, wwlen=0"
"Thread-11", "2744", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-12", "2745", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-12", "2746", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-13", "2747", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-11", "2748", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-12", "2749", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:8#run:8, i=1"
"Thread-12", "2750", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-13", "2751", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-11", "2752", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-12", "2753", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:8, d"
"Thread-11", "2754", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:8, wrlen=0"
"Thread-11", "2755", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-13", "2756", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-12", "2757", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:8#run:8, target=Database:1#request_read:18"
"Thread-12", "2758", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-12", "2759", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-5", "2760", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-11", "2761", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-13", "2762", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-12", "2763", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-5", "2764", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-11", "2765", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:8, value=<void>"
"Thread-13", "2766", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-5", "2767", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=0"
"Thread-11", "2768", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-11", "2769", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-13", "2770", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:9, wwlen=0"
"Thread-13", "2771", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-5", "2772", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-11", "2773", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:7#run:7, i=1"
"Thread-11", "2774", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-13", "2775", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-5", "2776", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-11", "2777", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:7, d"
"Thread-13", "2778", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-5", "2779", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-11", "2780", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:7#run:7, target=Database:1#request_read:19"
"Thread-11", "2781", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-11", "2782", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-13", "2783", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:9, wrlen=0"
"Thread-13", "2784", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-0", "2785", "ReadersWritersSemaphore.java:152", "Line Step", "file=ReadersWritersSemaphore.java, line=152"
"Thread-5", "2786", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-11", "2787", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-13", "2788", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-0", "2789", "ReadersWritersSemaphore.java:152", "Field Read", "context=Database:1, ww"
"Thread-5", "2790", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-13", "2791", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:9, value=<void>"
"Thread-0", "2792", "ReadersWritersSemaphore.java:152", "Field Write", "context=Database:1, ww=0"
"Thread-5", "2793", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:10, wwlen=0"
"Thread-5", "2794", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-13", "2795", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-13", "2796", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-0", "2797", "ReadersWritersSemaphore.java:153", "Line Step", "file=ReadersWritersSemaphore.java, line=153"
"Thread-5", "2798", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-13", "2799", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:9#run:9, i=1"
"Thread-13", "2800", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-0", "2801", "ReadersWritersSemaphore.java:146", "Line Step", "file=ReadersWritersSemaphore.java, line=146"
"Thread-5", "2802", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-13", "2803", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:9, d"
"Thread-0", "2804", "ReadersWritersSemaphore.java:146", "Field Read", "context=Database:1, r"
"Thread-5", "2805", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:10, wrlen=0"
"Thread-5", "2806", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-13", "2807", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:9#run:9, target=Database:1#request_read:20"
"Thread-13", "2808", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-13", "2809", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-0", "2810", "ReadersWritersSemaphore.java:146", "Field Read", "context=Database:1, w"
"Thread-5", "2811", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-13", "2812", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-0", "2813", "ReadersWritersSemaphore.java:156", "Line Step", "file=ReadersWritersSemaphore.java, line=156"
"Thread-5", "2814", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:10, value=<void>"
"Thread-0", "2815", "ReadersWritersSemaphore.java:156", "Field Write", "context=Database:1, w=1"
"Thread-5", "2816", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-5", "2817", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-0", "2818", "ReadersWritersSemaphore.java:157", "Line Step", "file=ReadersWritersSemaphore.java, line=157"
"Thread-5", "2819", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:1#run:1, i=2"
"Thread-5", "2820", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-0", "2821", "ReadersWritersSemaphore.java:157", "Field Read", "context=Database:1, s1"
"Thread-5", "2822", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:1, d"
"Thread-5", "2823", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:1#run:1, target=Database:1#request_read:21"
"Thread-5", "2824", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-5", "2825", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-0", "2826", "ReadersWritersSemaphore.java:158", "Line Step", "file=ReadersWritersSemaphore.java, line=158"
"Thread-6", "2827", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-5", "2828", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-0", "2829", "ReadersWritersSemaphore.java:161", "Line Step", "file=ReadersWritersSemaphore.java, line=161"
"Thread-6", "2830", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-0", "2831", "ReadersWritersSemaphore.java:161", "Method Exit", "returner=Database:1#request_write:25, value=<void>"
"Thread-6", "2832", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-0", "2833", "ReadersWritersSemaphore.java:77", "Method Returned", ""
"Thread-0", "2834", "ReadersWritersSemaphore.java:78", "Line Step", "file=ReadersWritersSemaphore.java, line=78"
"Thread-6", "2835", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-0", "2836", "ReadersWritersSemaphore.java:78", "Field Read", "context=Writer:1, d"
"Thread-6", "2837", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=1"
"Thread-0", "2838", "ReadersWritersSemaphore.java:78", "Field Read", "context=Writer:1, x"
"Thread-6", "2839", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-0", "2840", "ReadersWritersSemaphore.java:78", "Method Call", "caller=Writer:1#run:1, target=Database:1#write:25"
"Thread-0", "2841", "ReadersWritersSemaphore.java:192", "Method Entered", ""
"Thread-0", "2842", "ReadersWritersSemaphore.java:192", "Variable Write", "context=Database:1#write:25, x=1"
"Thread-0", "2843", "ReadersWritersSemaphore.java:193", "Line Step", "file=ReadersWritersSemaphore.java, line=193"
"Thread-6", "2844", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-0", "2845", "ReadersWritersSemaphore.java:193", "Field Read", "context=Database:1, data"
"Thread-0", "2846", "ReadersWritersSemaphore.java:193", "Field Write", "context=Database:1, data=55555"
"Thread-6", "2847", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-7", "2848", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-0", "2849", "ReadersWritersSemaphore.java:194", "Line Step", "file=ReadersWritersSemaphore.java, line=194"
"Thread-6", "2850", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-7", "2851", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-0", "2852", "ReadersWritersSemaphore.java:194", "Method Exit", "returner=Database:1#write:25, value=<void>"
"Thread-7", "2853", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-0", "2854", "ReadersWritersSemaphore.java:78", "Method Returned", ""
"Thread-0", "2855", "ReadersWritersSemaphore.java:79", "Line Step", "file=ReadersWritersSemaphore.java, line=79"
"Thread-7", "2856", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-0", "2857", "ReadersWritersSemaphore.java:79", "Field Read", "context=Writer:1, d"
"Thread-7", "2858", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=2"
"Thread-0", "2859", "ReadersWritersSemaphore.java:79", "Method Call", "caller=Writer:1#run:1, target=Database:1#done_write:25"
"Thread-0", "2860", "ReadersWritersSemaphore.java:163", "Method Entered", ""
"Thread-0", "2861", "ReadersWritersSemaphore.java:166", "Line Step", "file=ReadersWritersSemaphore.java, line=166"
"Thread-7", "2862", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-0", "2863", "ReadersWritersSemaphore.java:166", "Field Read", "context=Database:1, s1"
"Thread-7", "2864", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-7", "2865", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
"Thread-14", "2866", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-7", "2867", "ReadersWritersSemaphore.java:104", "Field Read", "context=Database:1, s2_r"
"Thread-14", "2868", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-14", "2869", "ReadersWritersSemaphore.java:102", "Line Step", "file=ReadersWritersSemaphore.java, line=102"
"Thread-14", "2870", "ReadersWritersSemaphore.java:102", "Field Read", "context=Database:1, wr"
"Thread-14", "2871", "ReadersWritersSemaphore.java:102", "Field Write", "context=Database:1, wr=3"
"Thread-14", "2872", "ReadersWritersSemaphore.java:103", "Line Step", "file=ReadersWritersSemaphore.java, line=103"
"Thread-14", "2873", "ReadersWritersSemaphore.java:103", "Field Read", "context=Database:1, s1"
"Thread-14", "2874", "ReadersWritersSemaphore.java:104", "Line Step", "file=ReadersWritersSemaphore.java, line=104"
