"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-9", "3999", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:5#run:5, target=Database:1#request_read:36"
"Thread-9", "4000", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-9", "4001", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-14", "4002", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:10, d"
"Thread-10", "4003", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-9", "4004", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-14", "4005", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:10#run:10, target=Database:1#read:33"
"Thread-14", "4006", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-14", "4007", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
"Thread-10", "4008", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-8", "4009", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-14", "4010", "ReadersWritersSemaphore.java:189", "Field Read", "context=Database:1, data"
"Thread-10", "4011", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-8", "4012", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-14", "4013", "ReadersWritersSemaphore.java:189", "Variable Write", "context=Database:1#read:33, result=55555"
"Thread-14", "4014", "ReadersWritersSemaphore.java:189", "Method Exit", "returner=Database:1#read:33, value=55555"
"Thread-10", "4015", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-8", "4016", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-14", "4017", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-14", "4018", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-10", "4019", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:27, wwlen=0"
"Thread-10", "4020", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-8", "4021", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-10", "4022", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-8", "4023", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-10", "4024", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-8", "4025", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=7"
"Thread-10", "4026", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:27, wrlen=0"
"Thread-10", "4027", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-8", "4028", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-14", "4029", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-10", "4030", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-8", "4031", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-14", "4032", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:10, d"
"Thread-10", "4033", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:27, value=<void>"
"Thread-8", "4034", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-14", "4035", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:10#run:10, target=Database:1#done_read:33"
"Thread-14", "4036", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-14", "4037", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-12", "4038", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-10", "4039", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-10", "4040", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-8", "4041", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-14", "4042", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, s1"
"Thread-12", "4043", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-10", "4044", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:6#run:6, i=3"
"Thread-10", "4045", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-8", "4046", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:33, value=<void>"
"Thread-12", "4047", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=6"
"Thread-10", "4048", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:6, d"
"Thread-8", "4049", "ReadersWritersSemaphore.java:56", "Method Returned", ""
"Thread-8", "4050", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-12", "4051", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-10", "4052", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:6#run:6, target=Database:1#request_read:37"
"Thread-10", "4053", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-10", "4054", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-8", "4055", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:4, d"
"Thread-12", "4056", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-10", "4057", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-8", "4058", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:4#run:4, target=Database:1#read:34"
"Thread-8", "4059", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-8", "4060", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
"Thread-12", "4061", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-11", "4062", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-8", "4063", "ReadersWritersSemaphore.java:189", "Field Read", "context=Database:1, data"
"Thread-12", "4064", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-11", "4065", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-8", "4066", "ReadersWritersSemaphore.java:189", "Variable Write", "context=Database:1#read:34, result=55555"
"Thread-8", "4067", "ReadersWritersSemaphore.java:189", "Method Exit", "returner=Database:1#read:34, value=55555"
"Thread-12", "4068", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-11", "4069", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=5"
"Thread-8", "4070", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-8", "4071", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-12", "4072", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:28, wwlen=0"
"Thread-12", "4073", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-11", "4074", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-12", "4075", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-11", "4076", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-12", "4077", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-12", "4078", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:28, wrlen=0"
"Thread-12", "4079", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-11", "4080", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-12", "4081", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-13", "4082", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-11", "4083", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-12", "4084", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:28, value=<void>"
"Thread-8", "4085", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-13", "4086", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-11", "4087", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-12", "4088", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-12", "4089", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-8", "4090", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:4, d"
"Thread-13", "4091", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=4"
"Thread-11", "4092", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:29, wwlen=0"
"Thread-11", "4093", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-12", "4094", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:8#run:8, i=3"
"Thread-12", "4095", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-8", "4096", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:4#run:4, target=Database:1#done_read:34"
"Thread-8", "4097", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-8", "4098", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-13", "4099", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-11", "4100", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-12", "4101", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:8, d"
"Thread-8", "4102", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, s1"
"Thread-13", "4103", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-11", "4104", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-12", "4105", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:8#run:8, target=Database:1#request_read:38"
"Thread-12", "4106", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-12", "4107", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-13", "4108", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-11", "4109", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:29, wrlen=0"
"Thread-11", "4110", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-5", "4111", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-12", "4112", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-13", "4113", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-11", "4114", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-5", "4115", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-13", "4116", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-11", "4117", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:29, value=<void>"
"Thread-5", "4118", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=3"
"Thread-13", "4119", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:30, wwlen=0"
"Thread-13", "4120", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-11", "4121", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-11", "4122", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-5", "4123", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-13", "4124", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-11", "4125", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:7#run:7, i=3"
"Thread-11", "4126", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-5", "4127", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-13", "4128", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-11", "4129", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:7, d"
"Thread-13", "4130", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:30, wrlen=0"
"Thread-13", "4131", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-5", "4132", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-11", "4133", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:7#run:7, target=Database:1#request_read:39"
"Thread-11", "4134", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-11", "4135", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-7", "4136", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-13", "4137", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-5", "4138", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-11", "4139", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-7", "4140", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-13", "4141", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:30, value=<void>"
"Thread-5", "4142", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-7", "4143", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-13", "4144", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-13", "4145", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-5", "4146", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:31, wwlen=0"
"Thread-5", "4147", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-7", "4148", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-13", "4149", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:9#run:9, i=3"
"Thread-13", "4150", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-5", "4151", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-7", "4152", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-13", "4153", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:9, d"
"Thread-5", "4154", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-7", "4155", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=4"
"Thread-13", "4156", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:9#run:9, target=Database:1#request_read:40"
"Thread-13", "4157", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-13", "4158", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-5", "4159", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:31, wrlen=0"
"Thread-5", "4160", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-7", "4161", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-13", "4162", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-5", "4163", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-7", "4164", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-5", "4165", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:31, value=<void>"
"Thread-7", "4166", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-6", "4167", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-5", "4168", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-5", "4169", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-7", "4170", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-6", "4171", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-5", "4172", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:1#run:1, i=4"
"Thread-5", "4173", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-7", "4174", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:34, value=<void>"
"Thread-6", "4175", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=3"
"Thread-5", "4176", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:1, d"
"Thread-7", "4177", "ReadersWritersSemaphore.java:56", "Method Returned", ""
"Thread-7", "4178", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-6", "4179", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-5", "4180", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:1#run:1, target=Database:1#request_read:41"
"Thread-5", "4181", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-5", "4182", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-7", "4183", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:3, d"
"Thread-6", "4184", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-5", "4185", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-7", "4186", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:3#run:3, target=Database:1#read:35"
"Thread-7", "4187", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-7", "4188", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
"Thread-6", "4189", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-5", "4190", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-7", "4191", "ReadersWritersSemaphore.java:189", "Field Read", "context=Database:1, data"
"Thread-6", "4192", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-5", "4193", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-7", "4194", "ReadersWritersSemaphore.java:189", "Variable Write", "context=Database:1#read:35, result=55555"
"Thread-7", "4195", "ReadersWritersSemaphore.java:189", "Method Exit", "returner=Database:1#read:35, value=55555"
"Thread-6", "4196", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-5", "4197", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-7", "4198", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-7", "4199", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-6", "4200", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:32, wwlen=0"
"Thread-6", "4201", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-5", "4202", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-6", "4203", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-5", "4204", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-6", "4205", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-5", "4206", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=4"
"Thread-6", "4207", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:32, wrlen=0"
"Thread-6", "4208", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-5", "4209", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-7", "4210", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-6", "4211", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-5", "4212", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-7", "4213", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:3, d"
"Thread-6", "4214", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:32, value=<void>"
"Thread-5", "4215", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-7", "4216", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:3#run:3, target=Database:1#done_read:35"
"Thread-7", "4217", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-7", "4218", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-9", "4219", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-6", "4220", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-6", "4221", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-5", "4222", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-7", "4223", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, s1"
"Thread-9", "4224", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-6", "4225", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:2#run:2, i=4"
"Thread-6", "4226", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-5", "4227", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:41, value=<void>"
"Thread-9", "4228", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-6", "4229", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:2, d"
"Thread-5", "4230", "ReadersWritersSemaphore.java:56", "Method Returned", ""
"Thread-5", "4231", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-9", "4232", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-6", "4233", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:2#run:2, target=Database:1#request_read:42"
"Thread-6", "4234", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-6", "4235", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-5", "4236", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:1, d"
"Thread-9", "4237", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-6", "4238", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-5", "4239", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:1#run:1, target=Database:1#read:36"
"Thread-5", "4240", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-5", "4241", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
"Thread-9", "4242", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=5"
"Thread-5", "4243", "ReadersWritersSemaphore.java:189", "Field Read", "context=Database:1, data"
"Thread-9", "4244", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-5", "4245", "ReadersWritersSemaphore.java:189", "Variable Write", "context=Database:1#read:36, result=55555"
"Thread-5", "4246", "ReadersWritersSemaphore.java:189", "Method Exit", "returner=Database:1#read:36, value=55555"
"Thread-9", "4247", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-5", "4248", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-5", "4249", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-9", "4250", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-9", "4251", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-14", "4252", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-9", "4253", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:36, value=<void>"
"Thread-14", "4254", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-9", "4255", "ReadersWritersSemaphore.java:56", "Method Returned", ""
"Thread-9", "4256", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-14", "4257", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=4"
"Thread-9", "4258", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:5, d"
"Thread-14", "4259", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-9", "4260", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:5#run:5, target=Database:1#read:37"
"Thread-9", "4261", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-9", "4262", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
